################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the political war of isis , and we are going to defeat them fast .'
GOLD SEQ: 	 b'he promised his plan would reduce premium ##s by $ 2 , 500 dollars .'
PRED SEQ:	 b'he claimed his plan would reduce premium ##s by $ 2 , 500 dollars .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09735725, 0.072446935, 0.239421, 0.44270575, 0.04660204, 0.32862416, 0.54581463, 0.7095117, 0.2685601, 0.2681095, 0.21056066, 0.082281694, 0.48688626, 0.5148089, 0.20642671]
GOLD TOK: 	 [['promised']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'it was an popular evening .'
GOLD SEQ: 	 b'it was an amazing evening .'
PRED SEQ:	 b'it was an popular evening .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [0.10376106, 0.31850004, 0.53042686, 0.28836882, 0.5152, 0.32348594]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
PRED SEQ:	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31471282, -0.19363734, -0.03556143, -0.2661956, 0.018769205, -0.24878664, -0.007738799, -0.10326238, -0.06779596, 0.19716106, 0.24209699, 0.25575566, 0.17053603, 0.06685968, -0.040304348, -0.055261776, -0.12536709, -0.20485753, 0.12801561, -0.013324998, -0.066104844, -0.12012692]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'civil war , religious political advocacy ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
GOLD SEQ: 	 b'civil war , religious fan ##atic ##ism ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
PRED SEQ:	 b'civil war , religious advocacy ; thousands of american lives , and several trillion ##s of dollars , were lost as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07167894, 0.3057472, 0.08708538, 0.19530989, 0.18229562, 0.1999298, 0.31032407, 0.28490788, 0.65940815, 0.35748407, 0.3341319, 0.06333852, 0.40791976, 0.47851974, 0.320989, 0.67191726, 0.7436378, 0.4322797, 0.13336197, 0.62154526, 0.43719906, 0.8131634, 0.9226538, 0.5538609, 0.19723663]
GOLD TOK: 	 [['fan', '##atic', '##ism']]
PRED TOK: 	 [['several']]
################################################################################
IN SEQ: 	 b'no group has been more economically - harmed by decades of immigration than low - income african - american workers .'
GOLD SEQ: 	 b'no group has been more economically - harmed by decades of illegal immigration than low - income african - american workers .'
PRED SEQ:	 b'no group has been more economically - harmed by decades of immigration than low - income african - american workers .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.059806347, -0.03682134, 0.17023665, 0.34374046, 0.48927015, 0.56338215, 0.39395633, 0.31202057, 0.25918937, 0.3240861, 0.6485437, 0.47908682, 0.396546, 0.4377712, 0.6898167, 0.35318625, 0.5358048, 0.7300281, 0.550472, 0.11763492, 0.0053759217]
GOLD TOK: 	 [['illegal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are dying .'
GOLD SEQ: 	 b'they are dying .'
PRED SEQ:	 b'they are dying .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30348137, 0.48213497, 0.5037725, 0.5259638]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
PRED SEQ:	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.054131992, 0.43781236, 0.17866167, 0.09732972, 0.3786391, 0.50490004, 0.44486135, 0.5840601, 0.42974365, 0.43754667, 0.5582279, 0.61392176, 0.12639868, 0.06945097, 0.56036615, 0.24258311, 0.5937983, 0.6963922, 0.11439876, 0.49063691, 0.47082093, 0.3073648, 0.39805406, 0.8658392, 0.81865597, 0.76772034, 0.6544972, 0.6193862, 0.9247807, 0.66284114, 0.94495046, 0.72804534, 0.31691557]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and soon .'
GOLD SEQ: 	 b'and soon .'
PRED SEQ:	 b'and soon .'
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [0.06791265, 0.1598812, 0.11334795]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
PRED SEQ:	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.077765495, 0.26398352, 0.46881753, 0.3462902, 0.34317732, 0.14838818, 0.06478879, 0.22714543, 0.2946323, 0.16457386, 0.16906202, 0.28303003, 0.23047112, 0.4089771, 0.26400363, 0.41144472, 0.32073015]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"right now , we don ' t have a popular relationship ."
GOLD SEQ: 	 b"right now , we don ' t have a good relationship ."
PRED SEQ:	 b"right now , we don ' t have a popular relationship ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [-0.034463592, -0.10153111, -0.08538371, -0.18167086, -0.11391311, 0.16751763, 0.12248494, 0.18242392, 0.38771284, 0.2922454, 0.4586786, 0.16999732]
GOLD TOK: 	 [['good']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paris , the most prominent , the tough ##est gun laws in the world , paris , france .'
GOLD SEQ: 	 b'paris , the best , the tough ##est gun laws in the world , paris , france .'
PRED SEQ:	 b'paris , the most prominent , the tough ##est gun laws in the world , paris , france .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.042221397, -0.008811401, 0.28142282, 0.25229788, 0.20261085, 0.020175979, 0.4098428, 0.2290375, 0.3097992, 0.24949941, 0.26532558, 0.4008569, 0.31891918, 0.017630532, 0.15095776, 0.15941831, 0.04873816, 0.24887985, 0.1490567]
GOLD TOK: 	 [['best']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"in four years , there ' s no way ."
GOLD SEQ: 	 b"in four years , there ' s no way ."
PRED SEQ:	 b"in four years , there ' s no way ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22361045, 0.42501098, 0.27855602, 0.33813536, 0.40582383, 0.6046081, 0.49415866, 0.19362324, 0.26148105, 0.3839286]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'or for the united states infrastructure to be repaired ?'
GOLD SEQ: 	 b'or for our infrastructure to be repaired ?'
PRED SEQ:	 b'or for the united states infrastructure to be repaired ?'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16966736, 0.3398279, 0.49194378, 0.22970794, 0.20458332, 0.25225067, 0.32943898, 0.29861483, 0.19194409, 0.08667199]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"in fact , he actually said , i ' ve never , ever seen anything like it ."
GOLD SEQ: 	 b"in fact , he actually said , i ' ve never , ever seen anything like it ."
PRED SEQ:	 b"in fact , he actually said , i ' ve never , ever seen anything like it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11309004, 0.63713884, 0.4035896, 0.7470089, 0.6440383, 0.38941357, 0.17966074, 0.24677226, 0.43804473, 0.32735243, 0.24012703, -0.03661699, 0.21189672, 0.37234256, 0.5613331, 0.6154756, 0.53789485, 0.084878184]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i will never back down from fighting to save america ' s inner cities ."
GOLD SEQ: 	 b"i will never back down from fighting to save america ' s inner cities ."
PRED SEQ:	 b"i will never back down from fighting to save america ' s inner cities ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14175671, 0.05446285, -0.03062082, 0.122360975, 0.16718724, 0.08745421, -0.044658467, 0.03596337, 0.10268861, 0.11389713, 0.25028828, 0.22508839, 0.29333377, 0.26812077, 0.14067128]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the documents show the clinton campaign oppose with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
GOLD SEQ: 	 b"the documents show the clinton campaign col ##lu ##ding with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
PRED SEQ:	 b"the documents show the clinton campaign oppose with the state department and justice department over the investigation into hillary ' s email server that put your family and your country in danger ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.029150587, -0.16372885, 0.008286387, 0.56071293, 0.4991377, 0.33564034, -0.04521077, 0.24757098, 0.67203754, 0.34144318, 0.56669253, 0.4514177, 0.3917904, 0.5542102, 0.28804258, 0.15160213, 0.18188636, 0.3228407, 0.617249, 0.21017714, 0.22414827, 0.3411438, 0.36541992, 0.4404332, 0.3161458, 0.44131058, 0.46228722, 0.32587078, 0.42624754, 0.44846788, 0.27255425, 0.7228148, 0.4792017, 0.19748208]
GOLD TOK: 	 [['col', '##lu', '##ding']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he actually had a problem in texas with a certain religious leader .'
GOLD SEQ: 	 b'and he actually had a problem in texas with a certain religious leader .'
PRED SEQ:	 b'and he actually had a problem in texas with a certain religious leader .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3101204, 0.43362308, 0.38929838, 0.30227035, 0.8140162, 0.4633938, 0.5743288, 0.36427292, 0.7249267, 0.90470386, 0.24141668, 0.2875561, 0.62021387, 0.23526919]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we now begin a national conversation about economic renewal for america .'
GOLD SEQ: 	 b'we now begin a great national conversation about economic renewal for america .'
PRED SEQ:	 b'we now begin a national conversation about economic renewal for america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25810513, -0.35332298, -0.33536434, 0.053949744, -0.03915038, -0.029446363, 0.12480368, 0.33538234, -0.07760949, 0.02661787, 0.05981966, -0.12724873]
GOLD TOK: 	 [['great']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america '"
GOLD SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america great again ."
PRED SEQ:	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.21538505, 0.1923405, 0.21336731, 0.23094615, 0.18311426, 0.17394394, 0.32239228, 0.20248559, 0.054883245, 0.17434156, 0.16686764, 0.0516746, 0.29912764, 0.2769799, 0.21102777, -0.050378457, -0.041554563, -0.032259297, 0.4027872, 0.27722612, 0.35847446, 0.39498532, 0.42080927, 0.22124101, 0.0051316023, 0.12876318, 0.21883741, 0.33371836]
GOLD TOK: 	 [['great', 'again', '.']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'god bless you , and good night !'
GOLD SEQ: 	 b'god bless you , and good night !'
PRED SEQ:	 b'god bless you , and good night !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12784979, 0.0414192, 0.3183168, 0.115598254, 0.18147793, 0.22343613, 0.3350715, -0.010878235]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary is controlled by special interests who want to ship your jobs to other countries .'
GOLD SEQ: 	 b'hillary is controlled by special interests who want to ship your jobs to other countries .'
PRED SEQ:	 b'hillary is controlled by special interests who want to ship your jobs to other countries .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10770855, 0.3863916, 0.4279639, 0.3452683, 0.41484755, 0.33931592, 0.5617994, 0.6324403, 0.78636384, 0.56691676, 0.50487316, 0.50741494, 0.76933867, 0.77692777, 0.47193217, 0.3469412]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'currently , 7 % of employers provide these services .'
GOLD SEQ: 	 b'currently , only 7 % of employers provide these services .'
PRED SEQ:	 b'currently , 7 % of people provide these services .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1566517, 0.06884456, 0.27110755, 0.17207167, 0.5125675, 0.06908226, 0.37589484, 0.5190314, 0.2691948, 0.060197003]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'years ago there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
GOLD SEQ: 	 b'years ago there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
PRED SEQ:	 b'years ago there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.038385473, 0.098767, 0.08390087, 0.0882565, 0.24088573, 0.27703118, 0.25007105, 0.41978657, 0.01030891, 0.13600078, -0.15086041, 0.1337303, 0.14797434, 0.4151777, 0.08053634, 0.19256496, 0.29941714, 0.06976517, 0.41980118, 0.06157025, 0.06774009, 0.46001428, 0.17093429, 0.38777158, 0.26867115, 0.27868116]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we move our education locally .'
GOLD SEQ: 	 b'we move our education locally .'
PRED SEQ:	 b'we move our education locally .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1434972, 0.13039008, 0.13908927, 0.320478, 0.2824052, 0.3591689]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"he ' t do it ."
GOLD SEQ: 	 b"can ' t do it ."
PRED SEQ:	 b'the time , the united states ,'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21046028, 0.44036683, 0.23822321, 0.5317864, 0.45416227, 0.46657756]
GOLD TOK: 	 [['can']]
PRED TOK: 	 [['the', 'time', ',', 'the', 'united', 'states', ',']]
################################################################################
IN SEQ: 	 b"and the book , and the time , and the time , and what ' s what ' s going to"
GOLD SEQ: 	 b"and here ' s what ' s going to happen ."
PRED SEQ:	 b"and the book , and the time , and the time , and what ' s what ' s going to"
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2629596, 0.4581478, 0.26203603, 0.19280711, 0.32252365, 0.3679828, 0.3480885, 0.20128949, 0.3069116, 0.424829, 0.38319212, 0.25424108, 0.33687142, 0.5105485, 0.63849163, 0.39715257, 0.5140331, 0.5466598, 0.30848086, 0.3180969, 0.22754785]
GOLD TOK: 	 [['here'], ['happen', '.']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD SEQ: 	 b'i speak to you today as a lifelong supporter and true friend of israel .'
PRED SEQ:	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13605776, 0.11267845, 0.034987174, -0.020511106, 0.017301593, 0.2679972, 0.41394705, -0.022680283, 0.16429411, 0.17489314, 0.20466931, 0.5437946, 0.35437918, 0.13221174]
GOLD TOK: 	 [['true']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corporate media that have rigged the system against everyday americans .'
GOLD SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corrupt corporate media that have rigged the system against everyday americans .'
PRED SEQ:	 b'we are going to take on the special interests , the lobby ##ists , and the media that have rigged the system against everyday americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.45791638, -0.04307776, -0.03045407, -0.021714404, 0.14353916, 0.1757425, 0.5303959, 0.32047766, 0.39181674, 0.30529577, 0.45086005, 0.53457534, 0.453345, -0.14700624, 0.40795726, 0.4761275, 0.49107403, 0.46296576, 0.7818987, 0.2536459, 0.22888479, 0.5245359, 0.40130284, 0.36478132, 0.3764835, 0.32448435, 0.15260684]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these wonderful americans .'
PRED SEQ:	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.085446, 0.25860745, -0.07936231, 0.2515755, 0.26836812, 0.28608045, 0.2519608, 0.62104946, 0.4685325, 0.33558306, 0.3894505, 0.44345012, 0.41277826, 0.49451366, 0.07152538]
GOLD TOK: 	 [['wonderful']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a busy first day ."
GOLD SEQ: 	 b"it ' s going to be a very busy first day ."
PRED SEQ:	 b"it ' s going to be a first day ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0016074628, 0.5048704, 0.492285, 0.5527231, 0.8000754, 0.73809016, 0.7717755, 0.2988517, 0.4003571, 0.62665427, 0.1763183]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also immediately stop the job killing trans - pacific partnership ."
GOLD SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also immediately stop the job killing trans - pacific partnership ."
PRED SEQ:	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also immediately stop the job killing trans - pacific partnership ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06298722, 0.35588926, 0.40775967, 0.31919137, 0.4706512, 0.5553179, 0.59351844, 0.39179212, 0.13086022, 0.52786005, 0.26657832, -0.009661891, 0.21792749, 0.22196142, 0.42087758, 0.54998994, 0.467748, 0.5744185, 0.4473067, 0.588152, 0.1838755, 0.2653693, 0.42961022, 0.30269414, 0.1271352, -0.029139824, 0.038139254, 0.05477006, -0.112176634, 0.26663843, 0.778573, 0.33466965, 0.4599431, 0.45079055, 0.52043724, 0.66104865, 0.4820584, 0.25681877]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people want to be leading the world in production , exports and manufacturing .'
GOLD SEQ: 	 b'we want to be leading the world in production , exports and manufacturing .'
PRED SEQ:	 b'the people want to be leading the world in production , exports and manufacturing .'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1110671, 0.02511937, 0.17484859, 0.29286706, 0.24099231, 0.38326907, 0.3421929, 0.15289393, 0.55774736, 0.26399952, 0.036683057, 0.10012287, 0.15983695, 0.2502796, 0.025293835]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will fight for every american job .'
GOLD SEQ: 	 b'we will fight for every last american job .'
PRED SEQ:	 b'we will fight for every american job .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.084036484, -0.005742982, -0.10857497, 0.19609514, 0.17979333, 0.11637044, 0.20481877, 0.13494146]
GOLD TOK: 	 [['last']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s possible to be here today ."
GOLD SEQ: 	 b"it ' s great to be here today ."
PRED SEQ:	 b"it ' s possible to be in the time today ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1026354, 0.5482172, 0.5755956, 0.41779944, 0.64673185, 0.77484226, 0.61938506, 0.5386867, 0.3941524]
GOLD TOK: 	 [['great']]
PRED TOK: 	 [['in', 'the', 'time']]
################################################################################
IN SEQ: 	 b'they wanted their patents and all their events before they agreed to buy planes from boeing .'
GOLD SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
PRED SEQ:	 b'they wanted their patents and all their events before they agreed to buy planes from boeing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23909108, 0.28035975, 0.61264896, 0.46038854, 0.4812079, 0.35666677, 0.53026617, 0.5037222, 0.48255217, 0.54926807, 0.36201954, 0.6903925, 0.5054257, 0.60885626, 0.6807739, 0.34453484, 0.32592586]
GOLD TOK: 	 [['secrets']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' re - american ."
GOLD SEQ: 	 b"you ' re african - american ."
PRED SEQ:	 b"you ' re - american ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.26109865, 0.25500977, 0.29953015, 0.6265105, 0.3767891, 0.21825844]
GOLD TOK: 	 [['african']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
PRED SEQ:	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13187832, 0.04546289, 0.12405539, 0.09992118, 0.20749989, 0.08035816, 0.46660346, 0.12912844, 0.14630029, 0.1440042, 0.21522038, 0.10895973, 0.36675373, 0.1939889, 0.20652239, 0.6188632, 0.5258066, 0.41958314, 0.3292624, 0.18303995, 0.39350036, 0.1653279, 0.44404712, 0.6640986, 0.5040423, 0.29684594, 0.1991435]
GOLD TOK: 	 [['much']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats have run these inner cities for half a century .'
GOLD SEQ: 	 b'democrats have run these inner cities for half a century .'
PRED SEQ:	 b'democrats have run these inner cities for half a century .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1589025, -0.058866728, 0.13893634, 0.17728475, 0.060496636, -0.04018242, 0.020526037, 0.14028083, 0.44239157, 0.26675433, -0.082755715]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she doesn ' t expose whatever whatever ' s going on up here ."
GOLD SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
