################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
PRED SEQ:	 b'he claimed that his plan would reduce premium ##s by $ 2 , 500 dollars .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0093500465, 0.00024035573, 0.14912584, 0.3770747, -0.10251905, -0.096974894, 0.20385918, 0.49538213, 0.43281168, 0.17356312, 0.07151237, 0.049645007, -0.39034802, -0.086208254, 0.079160556, -0.3509161]
GOLD TOK: 	 [['promised']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'it was an evening .'
GOLD SEQ: 	 b'it was an amazing evening .'
PRED SEQ:	 b'it is a popular evening .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24870959, -0.080555245, -0.07447082, -0.1366159, -0.24821912]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 [['is', 'a', 'popular']]
################################################################################
IN SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
PRED SEQ:	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25123194, -0.11315972, -0.19224173, -0.1468125, -0.26715565, -0.3095416, -0.09603716, -0.071043245, -0.09364265, 0.16866875, 0.032544207, 0.116370074, -0.0121818185, -0.012472961, 0.14817587, -0.030024081, 0.10219285, -0.052588817, 0.07187471, -0.120404325, -0.36734903, -0.33037752]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'civil war , religious ; thousands of american lives ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
GOLD SEQ: 	 b'civil war , religious fan ##atic ##ism ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
PRED SEQ:	 b'civil war , religious ; thousands of american lives ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3509421, -0.038346395, -0.23950437, -0.2089264, -0.026007954, 0.07622887, 0.5014615, 0.15087458, 0.26836705, 0.122985445, 0.039948493, 0.26687124, 0.17380425, 0.27877694, -0.022858143, 0.136111, 0.17888257, -0.015872188, -0.06654787, 0.2647722, 0.014386848, -0.5217938, 0.20026623, 0.05702533, -0.0026678592, -0.026331618, -0.04608977, -0.4748214]
GOLD TOK: 	 [['fan', '##atic', '##ism']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no group has been more economically - harmed by decades of illegal immigration than low - income african - american workers .'
GOLD SEQ: 	 b'no group has been more economically - harmed by decades of illegal immigration than low - income african - american workers .'
PRED SEQ:	 b'no group has been more economically - harmed by decades of immigration than low - income african - american workers .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.087007925, 0.18260363, 0.13290587, -0.0927938, -0.11492821, 0.012736203, -0.2272098, -0.00046550483, 0.1578027, 0.031381257, 0.2358316, 0.46456772, 0.3710047, 0.25808024, 0.30300128, 0.35709473, 0.23628065, 0.46816105, 0.32993436, 0.1942708, 0.14025745, -0.43373623]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are said to be dying .'
GOLD SEQ: 	 b'they are dying .'
PRED SEQ:	 b'they are said to be dying .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [-0.06219133, -0.09241503, -0.10123509, -0.08075447, -0.14983913, 0.07031515, -0.26492777]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
PRED SEQ:	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.30822456, -0.0075244904, -0.122568116, -0.32612985, 0.032490227, 0.005287003, -0.31615227, -0.19773212, -0.13954423, -0.18517227, 0.05581371, -0.27306902, -0.36151245, -0.5688385, -0.49655414, -0.70220494, -0.10866371, -0.24169624, -0.6717317, -0.0941041, -0.27910256, 0.0069820248, 0.046470296, 0.112554714, -0.0018162094, 0.014205083, 0.09598434, 0.12581864, 0.033415318, -0.07859759, -0.07641252, -0.10780421, -0.36005977]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and .'
GOLD SEQ: 	 b'and soon .'
PRED SEQ:	 b'and , and .'
GOLD DIST: 	 [0.0, 0.0]
PRED DIST: 	 [0.0007569194, 0.06984101]
GOLD TOK: 	 [['soon']]
PRED TOK: 	 [['and', ',']]
################################################################################
IN SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
PRED SEQ:	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24077019, 0.016324483, 0.22515799, 0.015067279, 0.2470125, 0.08848706, 0.16554552, 0.11980514, 0.2764943, 0.31026024, -0.57053524, 0.19487011, 0.31856376, 0.2938947, 0.06229099, 0.21337093, -0.24203418]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"right now , we don ' t have a relationship ."
GOLD SEQ: 	 b"right now , we don ' t have a good relationship ."
PRED SEQ:	 b"right now , we don ' t have a relationship ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.066447854, 0.12322387, -0.023065828, 0.191873, 0.24372247, -0.5383686, 0.077118255, 0.21433213, 0.51447976, 0.6399543, -0.00786069]
GOLD TOK: 	 [['good']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paris , the best , the tough ##est gun laws in the world , paris , france .'
GOLD SEQ: 	 b'paris , the best , the tough ##est gun laws in the world , paris , france .'
PRED SEQ:	 b'paris , the most prominent , the tough ##est gun laws in the world , paris , france .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24322416, -0.12778378, -0.09719044, -0.13386285, 0.013261095, -0.12806422, 0.02486251, -0.18766196, 0.14206916, 0.025366072, 0.09908441, 0.015131742, -0.04625066, -0.016115777, 0.0376383, -0.21692286, -0.36741874, -0.55948484]
GOLD TOK: 	 []
PRED TOK: 	 [['most', 'prominent']]
################################################################################
IN SEQ: 	 b"in four years , there ' s no ."
GOLD SEQ: 	 b"in four years , there ' s no way ."
PRED SEQ:	 b"in four years , there ' s no ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.020874843, -0.0056640655, -0.017240122, 0.0072514266, -0.19392514, 0.07641113, -0.10830063, -0.21286428, -0.15746209]
GOLD TOK: 	 [['way']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'or for the military or military infrastructure to be repaired ?'
GOLD SEQ: 	 b'or for our infrastructure to be repaired ?'
PRED SEQ:	 b'or for the military or military infrastructure to be repaired ?'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17841756, 0.22844793, 0.31335473, 0.22822416, 0.18655837, 0.33448857, 0.23465972, 0.3433939, 0.15675539, 0.17093566, 0.08104743]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"in fact , he said , i ' ve never , ever seen anything like it ."
GOLD SEQ: 	 b"in fact , he actually said , i ' ve never , ever seen anything like it ."
PRED SEQ:	 b"in fact , he claimed , i ' ve never , ever seen anything like it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24677655, 0.026860662, 0.11972258, 0.16296646, 0.04235127, -0.051686704, 0.037266612, 0.12049705, -0.17103218, -0.1657806, -0.28804764, -0.16769803, -0.08488541, -0.046799034, -0.01684615, -0.11393182, -0.40227097]
GOLD TOK: 	 [['actually']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b"i will never back down from fighting america ' s inner cities ."
GOLD SEQ: 	 b"i will never back down from fighting to save america ' s inner cities ."
PRED SEQ:	 b'i will never back down from fighting over the united cities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5228386, -0.2135458, 0.024285987, 0.10002153, 0.19403148, 0.22073746, 0.083305106, 0.001618132, 0.0808451, 0.018180713, 0.007193394, 0.027767234, -0.32926244]
GOLD TOK: 	 [['to', 'save']]
PRED TOK: 	 [['over', 'the', 'united']]
################################################################################
IN SEQ: 	 b"the documents show the clinton campaign with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
GOLD SEQ: 	 b"the documents show the clinton campaign col ##lu ##ding with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
PRED SEQ:	 b"the documents show the clinton campaign with the state department and justice department over the investigation into hillary ' s email server that put your family and your country in danger ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23712228, -0.2745288, -0.16109629, -0.15424562, -0.29968524, -0.13269453, -0.022837289, -0.17456919, -0.307103, -0.08052178, -0.17481002, -0.3101722, -0.09449873, -0.17613482, -0.10703992, -0.22552033, 0.027762953, -0.4452836, 0.059327755, -0.085151374, -0.15437323, -0.20239821, -0.24290669, 0.09521167, 0.036741056, 0.07311135, -0.053531624, 0.1056066, 0.19849876, -0.02342417, 0.23213628, 0.20110837, -0.4236457]
GOLD TOK: 	 [['col', '##lu', '##ding']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he had a problem in texas with a certain religious leader .'
GOLD SEQ: 	 b'and he actually had a problem in texas with a certain religious leader .'
PRED SEQ:	 b'and he had a problem in texas with a certain religious leader .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.066965476, 0.06541346, 0.18538213, 0.18886861, 0.0116086155, 0.3481798, 0.16562048, 0.30870324, 0.29639852, 0.19269852, 0.12914838, 0.01844702, -0.3065546]
GOLD TOK: 	 [['actually']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we now begin a national conversation about economic renewal for america .'
GOLD SEQ: 	 b'we now begin a great national conversation about economic renewal for america .'
PRED SEQ:	 b'we now begin a national conversation about economic renewal for america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23993275, 0.09398971, 0.080880076, 0.16224161, 0.15348099, 0.22084007, 0.14453605, -0.092293724, -0.075136356, -0.049812622, -0.11223608, -0.5052475]
GOLD TOK: 	 [['great']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america great again ."
GOLD SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america great again ."
PRED SEQ:	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16032511, -0.073806316, -0.59291893, -0.23764628, -0.304815, -0.1721504, 0.04510975, -0.19253358, -0.08430995, -0.076755814, -0.014893595, -0.012266537, 0.117827766, 0.1770168, 0.13428253, -0.1115252, -0.16490111, -0.3517446, 0.14522423, 0.15045314, 0.21324521, 0.121029146, -0.030289106, 0.13422835, 0.017220542, -0.057008833, -0.012266554, -0.018853039, 0.016691156, -0.16095404]
GOLD TOK: 	 []
PRED TOK: 	 [["'"]]
################################################################################
IN SEQ: 	 b'god bless you , and good night !'
GOLD SEQ: 	 b'god bless you , and good night !'
PRED SEQ:	 b'god bless you , and good night !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.7136551, -0.38386187, -0.054836467, -0.22118379, -0.06959168, -0.11649508, -0.08550723, -0.25692847]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary is controlled by special interests who want to ship one to other countries .'
GOLD SEQ: 	 b'hillary is controlled by special interests who want to ship your jobs to other countries .'
PRED SEQ:	 b'hillary is controlled by special interests who want to ship one to other countries .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11382899, 0.2977026, 0.31347585, 0.42427155, 0.50971955, 0.49257758, 0.41290203, 0.42200965, 0.53480697, 0.2712481, 0.08707301, 0.37780315, 0.29129663, 0.31843305, -0.20647655]
GOLD TOK: 	 [['your', 'jobs']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'currently , 7 % of employers provide these services .'
GOLD SEQ: 	 b'currently , only 7 % of employers provide these services .'
PRED SEQ:	 b'currently , 7 % of people provide these services .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.21584664, -0.07091756, 0.06702268, 0.09325066, 0.4167247, 0.19128512, 0.14724396, 0.28687987, -0.11478356, -0.27455887]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'years there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
GOLD SEQ: 	 b'years ago there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
PRED SEQ:	 b'years there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was detained .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10581379, -0.19126198, 0.06791824, -0.049857557, 0.039792642, 0.14182222, -0.077228434, -0.16356161, -0.26796308, -0.2833424, -0.25354677, -0.08909678, -0.014905833, -0.20558305, 0.1342824, 0.15089028, -0.06818727, -0.095826045, -0.1062575, -0.29472, 0.029866599, -0.21884057, -0.28531522, -0.33135572, -0.593945]
GOLD TOK: 	 [['ago']]
PRED TOK: 	 [['detained']]
################################################################################
IN SEQ: 	 b'we move education locally .'
GOLD SEQ: 	 b'we move our education locally .'
PRED SEQ:	 b'the leaders move education locally .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41115627, -0.2032128, -0.22664599, -0.15074946, -0.45754397]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['the', 'leaders']]
################################################################################
IN SEQ: 	 b"don ' t do it ."
GOLD SEQ: 	 b"can ' t do it ."
PRED SEQ:	 b"the government ' s do it ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34933907, -0.20277113, -0.3661648, -0.37998903, -0.30935463, -0.27190793]
GOLD TOK: 	 [['can']]
PRED TOK: 	 [['the', 'government'], ['s']]
################################################################################
IN SEQ: 	 b"and here ' s what it ' s going to happen ."
GOLD SEQ: 	 b"and here ' s what ' s going to happen ."
PRED SEQ:	 b"and the book , and the time , and the time it ' s what it ' s going to happen ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24095368, -0.34305692, 0.2336726, 0.1289193, -0.0456137, -0.34691685, -0.43936598, -0.10073529, -0.36562926, -0.11600667, -0.21463016, -0.4498278]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'book', ',', 'and', 'the', 'time', ',', 'and', 'the', 'time', 'it']]
################################################################################
IN SEQ: 	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD SEQ: 	 b'i speak to you today as a lifelong supporter and true friend of israel .'
PRED SEQ:	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10139972, -0.12079865, 0.08972419, 0.24741754, 0.05038967, -0.02507636, -0.01631742, -0.13698915, -0.07267657, -0.055702657, 0.0024927296, -0.022004398, -0.058070973, -0.41412914]
GOLD TOK: 	 [['true']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corporate media that have rigged the system against everyday americans .'
GOLD SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corrupt corporate media that have rigged the system against everyday americans .'
PRED SEQ:	 b'we are going to take on the special interests , the lobby ##ists , and the media that have rigged the system against everyday americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3522486, -0.40147045, -0.18686548, -0.027322322, 0.05000426, -0.0056891143, 0.0015263259, 0.06947841, 0.03432107, -0.038981795, -0.03510517, -0.20589095, -0.086813614, -0.56104976, 0.044238217, 0.13886026, -0.00053581595, -0.107335195, -0.013801068, -0.18612778, -0.26804835, -0.3157967, -0.23084961, 0.21425478, -0.06357266, -0.32601717, -0.6073368]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these wonderful americans .'
PRED SEQ:	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2176552, 0.035362855, -0.16988836, -0.05023928, 0.09486377, -0.2810948, -0.13371986, 0.14623868, -0.0031140633, 0.015739568, 0.079570115, 0.21916862, 0.33426702, 0.05344268, -0.27178857]
GOLD TOK: 	 [['wonderful']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a busy first day ."
GOLD SEQ: 	 b"it ' s going to be a very busy first day ."
PRED SEQ:	 b"it ' s going to be a first day ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.39885655, -0.0006850213, -0.12032304, -0.12797272, -0.07046141, -0.19845816, -0.01777228, 0.03126064, -0.24425101, -0.3505885, -0.41581362]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also stop the job killing trans - pacific partnership ."
GOLD SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also immediately stop the job killing trans - pacific partnership ."
PRED SEQ:	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing other things , ok . we will also stop the job killing trans - pacific partnership ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32392043, -0.01419048, 0.08114779, -0.1566295, 0.0848343, 0.20149416, 0.30239415, 0.2194618, -0.1616537, 0.1260814, -0.015606642, -0.45651296, 0.063624084, 0.23670489, 0.37484783, 0.33131546, 0.072678626, 0.03219001, 0.23326848, 0.1004397, -0.050036, 0.050280124, -0.33085278, -0.46842593, -0.36069235, -0.26327536, -0.35539824, 0.02510992, 0.20721683, 0.2684123, 0.024205312, 0.21513711, 0.0036709458, -0.00967408, -0.20009986, -0.13530265, -0.3759205]
GOLD TOK: 	 [['immediately']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'model to be leading the world in production , exports and manufacturing .'
GOLD SEQ: 	 b'we want to be leading the world in production , exports and manufacturing .'
PRED SEQ:	 b'model to be leading the world in production , exports and manufacturing .'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32976037, -0.31871837, -0.33585447, -0.15090641, -0.37283754, -0.0701895, 0.03336086, -0.02949123, -0.19934107, -0.18368018, 0.0049870647, -0.25851017, -0.5005087]
GOLD TOK: 	 [['we', 'want']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will fight for every last american job .'
GOLD SEQ: 	 b'we will fight for every last american job .'
PRED SEQ:	 b'we will fight for every american job .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31318277, -0.08737919, 0.08255932, 0.072237454, 0.033944964, -0.079699434, -0.17410475, -0.07171908, -0.4594258]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s most well known to be here today ."
GOLD SEQ: 	 b"it ' s great to be here today ."
PRED SEQ:	 b"it ' s most well known to be in in the ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24203148, 0.027569115, 0.1160219, 0.07061836, 0.3139459, 0.09485104, 0.16692483, -0.015059635, 0.12732707, -0.052388754, -0.29809126]
GOLD TOK: 	 [['great']]
PRED TOK: 	 [['in', 'in', 'the']]
################################################################################
IN SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
GOLD SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
PRED SEQ:	 b'they wanted their patents and all their events before they agreed to buy planes from boeing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15164506, 0.024880543, 0.18185186, -0.1267116, 0.029617988, 0.18880577, 0.38339502, 0.057409406, 0.15191782, -0.075698934, -0.12630618, -0.05025372, -0.09593138, -0.10511887, -0.06558472, -0.07361366, -0.4079405]
GOLD TOK: 	 []
PRED TOK: 	 [['events']]
################################################################################
IN SEQ: 	 b"you ' re a successful film ."
GOLD SEQ: 	 b"you ' re african - american ."
PRED SEQ:	 b"you ' re a popular film ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.07712868, 0.12256159, -0.026870728, 0.06380965, 0.06301868, 0.06373426, -0.052880123]
GOLD TOK: 	 [['african', '-', 'american']]
PRED TOK: 	 [['popular']]
################################################################################
IN SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
PRED SEQ:	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1307893, 0.028262611, 0.17385274, -0.47412595, 0.008218855, 0.27724954, 0.43490127, 0.008898329, 0.242114, 0.2854541, 0.060199723, 0.21726726, -0.3766845, 0.19932279, 0.19584304, 0.113067225, 0.025499418, 0.182639, 0.19796377, 0.26333183, -0.05043722, 0.10766914, 0.087690264, 0.21915126, 0.020836905, 0.020724941, -0.11320256]
GOLD TOK: 	 [['much']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats have run these inner cities for half a century .'
GOLD SEQ: 	 b'democrats have run these inner cities for half a century .'
PRED SEQ:	 b'democrats have run these inner cities for half a century .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19777694, -0.13768417, -0.008559413, 0.22908993, 0.099341534, 0.07242186, 0.10384318, -0.06539801, 0.0065485537, -0.07077574, -0.4201237]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she stated that she believes it is said to expose whatever ' s going on up ."
GOLD SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
PRED SEQ:	 b"she said that she believes it is said to expose whatever whatever ' s going on up ."
