################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
PRED SEQ:	 b'he claimed that his plan would reduce premium ##s by $ 2 , 500 dollars .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31294453, -0.2445428, -0.5086805, -0.370674, -0.18080296, -0.47713262, -0.45592216, -0.4549633, -0.6035199, -0.63110626, -0.55146205, -0.4580599, 0.069600664, -0.42684358, -0.59872735, -0.23480937]
GOLD TOK: 	 [['promised']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'it was an evening .'
GOLD SEQ: 	 b'it was an amazing evening .'
PRED SEQ:	 b'it is a popular evening .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.40000665, -0.3710048, -0.3146485, -0.23616779, -0.35918972]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 [['is', 'a', 'popular']]
################################################################################
IN SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD SEQ: 	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
PRED SEQ:	 b'all religious leaders should be able to freely express their thoughts and feelings [ cheers and applause ] on religious matters .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5801269, -0.34279352, -0.44396123, -0.47748917, -0.30935445, -0.37258393, -0.47683895, -0.41324824, -0.4106921, -0.61051595, -0.43239588, -0.63746715, -0.48811063, -0.75037944, -0.4829659, -0.6563881, -0.40166867, -0.59032553, -0.29430187, -0.15655677, -0.15105498, -0.48207143]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'civil war , religious ; thousands of american lives ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
GOLD SEQ: 	 b'civil war , religious fan ##atic ##ism ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
PRED SEQ:	 b'civil war , religious ; thousands of american lives ; thousands of american lives , and many trillion ##s of dollars , were lost as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.69848, -0.29231903, -0.16693035, -0.26269147, -0.50402844, -0.36473587, -0.6110497, -0.50421095, -0.32875475, -0.50140136, -0.340758, -0.584012, -0.41606563, -0.32159045, -0.29967645, -0.5266422, -0.41949517, -0.5688039, -0.6585149, -0.69316006, -0.55258775, -0.17271298, -0.56049085, -0.5265932, -0.5851704, -0.67051506, -0.75873077, -0.7445436]
GOLD TOK: 	 [['fan', '##atic', '##ism']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no group has been more economically - harmed by decades of illegal immigration than low - income african - american workers .'
GOLD SEQ: 	 b'no group has been more economically - harmed by decades of illegal immigration than low - income african - american workers .'
PRED SEQ:	 b'no group has been more economically - harmed by decades of immigration than low - income african - american workers .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16056785, -0.44282696, -0.42143935, -0.32042453, -0.41676342, -0.3189993, -0.40801167, -0.22317675, -0.65577304, -0.5148628, -0.5884277, -0.36728722, -0.26948196, -0.22989272, -0.22918755, -0.5425106, -0.22084863, -0.30236104, -0.6624453, -0.5504721, -0.68504655, -0.4479265]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are said to be dying .'
GOLD SEQ: 	 b'they are dying .'
PRED SEQ:	 b'they are said to be dying .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [-0.26009142, -0.46321362, -0.43547928, -0.37185597, -0.502415, -0.36184162, -0.40594777]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD SEQ: 	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
PRED SEQ:	 b"it ' s time for a 21st century glass ste ##aga ##ll and , as part of that , a priority on helping african - american businesses get the credit they need ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14267208, -0.14756873, -0.27809596, -0.18594085, -0.32599124, -0.20886141, -0.39963472, -0.10086397, 0.0005568983, -0.02813235, -0.09844367, 0.0010391027, -0.30746007, 0.13889591, 0.25564572, -0.24123526, -0.20627984, 0.06689816, 0.11912401, -0.1963706, -0.21715811, -0.2400986, -0.3659014, -0.44001067, -0.546363, -0.36613578, -0.39206773, -0.55785316, -0.31930774, -0.40167278, -0.52488303, -0.49003762, -0.057512]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and .'
GOLD SEQ: 	 b'and soon .'
PRED SEQ:	 b'and , and .'
GOLD DIST: 	 [0.0, 0.0]
PRED DIST: 	 [-0.5437967, -0.51203537]
GOLD TOK: 	 [['soon']]
PRED TOK: 	 [['and', ',']]
################################################################################
IN SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD SEQ: 	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
PRED SEQ:	 b"remember , they said they paid cash because they couldn ' t open a bank account ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.45846248, -0.5347754, -0.6095201, -0.57510746, -0.74489105, -0.5744611, -0.64479697, -0.63424397, -0.69872993, -0.5638561, 0.11059928, -0.46760434, -0.5204644, -0.50824726, -0.48700857, -0.4093398, -0.45808932]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"right now , we don ' t have a relationship ."
GOLD SEQ: 	 b"right now , we don ' t have a good relationship ."
PRED SEQ:	 b"right now , we don ' t have a relationship ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32958326, -0.6414914, -0.26289296, -0.5488962, -0.5837578, -0.043673463, -0.61639965, -0.40178055, -0.26493442, -0.19491586, -0.37258726]
GOLD TOK: 	 [['good']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paris , the best , the tough ##est gun laws in the world , paris , france .'
GOLD SEQ: 	 b'paris , the best , the tough ##est gun laws in the world , paris , france .'
PRED SEQ:	 b'paris , the most prominent , the tough ##est gun laws in the world , paris , france .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.30418622, -0.25022537, -0.32492173, -0.37134492, -0.13170625, -0.45558462, -0.4160896, -0.39116606, -0.2510897, -0.37909043, -0.14151579, -0.19662909, -0.2454378, -0.20250463, -0.2578646, -0.0054521784, -0.34050173, -0.35451132]
GOLD TOK: 	 []
PRED TOK: 	 [['most', 'prominent']]
################################################################################
IN SEQ: 	 b"in four years , there ' s no ."
GOLD SEQ: 	 b"in four years , there ' s no way ."
PRED SEQ:	 b"in four years , there ' s no ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3657416, -0.13808438, -0.21585615, -0.06975371, -0.20504017, 0.037232377, -0.041709065, -0.24179754, -0.35067573]
GOLD TOK: 	 [['way']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'or for the military or military infrastructure to be repaired ?'
GOLD SEQ: 	 b'or for our infrastructure to be repaired ?'
PRED SEQ:	 b'or for the military or military infrastructure to be repaired ?'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.35625258, -0.42061096, -0.021292817, 0.011261873, -0.2823022, -0.03722204, -0.15459614, -0.19165254, -0.09991383, -0.15804741, -0.38527575]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"in fact , he said , i ' ve never , ever seen anything like it ."
GOLD SEQ: 	 b"in fact , he actually said , i ' ve never , ever seen anything like it ."
PRED SEQ:	 b"in fact , he claimed , i ' ve never , ever seen anything like it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.6230328, -0.8894353, -0.51721096, -0.6386078, -0.6118562, -0.7681192, -0.5588094, -0.8287264, -0.7612073, -0.80138063, -0.47941566, -0.63171613, -0.5459845, -0.35620818, -0.40280038, -0.5146129, -0.47144428]
GOLD TOK: 	 [['actually']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b"i will never back down from fighting america ' s inner cities ."
GOLD SEQ: 	 b"i will never back down from fighting to save america ' s inner cities ."
PRED SEQ:	 b'i will never back down from fighting over the united cities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.4585735, -0.5516233, -0.40155894, -0.22630453, -0.2787828, -0.24258877, -0.07087326, -0.294277, -0.41259316, -0.30679768, -0.24779591, -0.2764253, -0.4617802]
GOLD TOK: 	 [['to', 'save']]
PRED TOK: 	 [['over', 'the', 'united']]
################################################################################
IN SEQ: 	 b"the documents show the clinton campaign with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
GOLD SEQ: 	 b"the documents show the clinton campaign col ##lu ##ding with the state department and justice department over the investigation into hillary ' s illegal email server that put your family and your country in danger ."
PRED SEQ:	 b"the documents show the clinton campaign with the state department and justice department over the investigation into hillary ' s email server that put your family and your country in danger ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.59592324, -0.85455805, -0.7555301, -0.5057578, -0.60155314, -0.43455052, -0.26449943, -0.58697486, -0.95920986, -0.87992394, -0.6062673, -0.9018487, -0.86991847, -0.2850279, -0.18680736, -0.3428622, -0.46419615, -0.7228302, -0.38327986, -0.31532073, -0.49314708, -0.26188737, -0.41920948, -0.43403116, -0.24018799, -0.7519624, -0.41199422, -0.41195446, -0.6601544, -0.45193917, -0.037894174, -0.17297277, -0.5975976]
GOLD TOK: 	 [['col', '##lu', '##ding']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he had a problem in texas with a certain religious leader .'
GOLD SEQ: 	 b'and he actually had a problem in texas with a certain religious leader .'
PRED SEQ:	 b'and he had a problem in texas with a certain religious leader .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31162834, -0.38165802, -0.22493997, -0.23523742, -0.35377228, -0.18541247, -0.13134778, -0.2319446, -0.16848002, -0.1886155, -0.09189257, -0.1348936, -0.37800926]
GOLD TOK: 	 [['actually']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we now begin a national conversation about economic renewal for america .'
GOLD SEQ: 	 b'we now begin a great national conversation about economic renewal for america .'
PRED SEQ:	 b'we now begin a national conversation about economic renewal for america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25005972, -0.47748828, -0.3230784, -0.18378925, -0.20950618, -0.21442842, -0.42405298, -0.5738784, -0.60881644, -0.6289695, -0.52294105, -0.31162623]
GOLD TOK: 	 [['great']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america great again ."
GOLD SEQ: 	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america great again ."
PRED SEQ:	 b"i ' m doing this for the people , and this movement is just right and we will take back this country for you and make america '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13706748, -0.2753915, -0.24639483, -0.4589678, -0.25582772, -0.11719574, -0.16158918, -0.29094374, -0.10684382, -0.3049718, -0.16708863, -0.24216105, -0.20748097, -0.22428368, -0.29043025, -0.46504876, -0.55479556, -0.3950593, -0.3496264, -0.345944, -0.30052918, -0.16579702, -0.33815417, -0.51727486, -0.6065084, -0.49464732, -0.45934305, -0.3092554, -0.239203, -0.37970394]
GOLD TOK: 	 []
PRED TOK: 	 [["'"]]
################################################################################
IN SEQ: 	 b'god bless you , and good night !'
GOLD SEQ: 	 b'god bless you , and good night !'
PRED SEQ:	 b'god bless you , and good night !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10323572, -0.38101754, -0.27836353, 0.07816188, -0.3381582, -0.37557235, -0.20327777, -0.28152668]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary is controlled by special interests who want to ship one to other countries .'
GOLD SEQ: 	 b'hillary is controlled by special interests who want to ship your jobs to other countries .'
PRED SEQ:	 b'hillary is controlled by special interests who want to ship one to other countries .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32694614, -0.41115817, -0.35359645, -0.50113356, -0.45969212, -0.36243162, -0.5304161, -0.47709674, -0.5652318, -0.3347345, -0.34914085, -0.25512192, -0.3774528, -0.4799319, -0.42534372]
GOLD TOK: 	 [['your', 'jobs']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'currently , 7 % of employers provide these services .'
GOLD SEQ: 	 b'currently , only 7 % of employers provide these services .'
PRED SEQ:	 b'currently , 7 % of people provide these services .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34202808, -0.4278739, -0.36308888, -0.386548, -0.42413986, -0.275345, -0.490273, -0.37645325, -0.728316, -0.47255778]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'years there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
GOLD SEQ: 	 b'years ago there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was ruined .'
PRED SEQ:	 b'years there was a show called the $ 64 , 000 question a contestant got the questions in advance , his life was detained .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19158034, -0.20320773, -0.06644036, -0.03526205, -0.18542802, -0.23111114, -0.049718723, -0.16972417, 0.11849548, 0.21572965, 0.23744673, 0.085444175, -0.09016546, -0.25581414, -0.26082748, -0.21748658, -0.20272705, 0.023748308, -0.1487582, -0.119939834, -0.34968898, -0.17629908, -0.19013205, -0.17288122, -0.36114419]
GOLD TOK: 	 [['ago']]
PRED TOK: 	 [['detained']]
################################################################################
IN SEQ: 	 b'we move education locally .'
GOLD SEQ: 	 b'we move our education locally .'
PRED SEQ:	 b'the leaders move education locally .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.26223516, -0.32451642, -0.3087362, -0.28000593, -0.3108466]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['the', 'leaders']]
################################################################################
IN SEQ: 	 b"don ' t do it ."
GOLD SEQ: 	 b"can ' t do it ."
PRED SEQ:	 b"the government ' s do it ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41870415, -0.35681087, -0.46543103, -0.45287734, -0.44344682, -0.33715397]
GOLD TOK: 	 [['can']]
PRED TOK: 	 [['the', 'government'], ['s']]
################################################################################
IN SEQ: 	 b"and here ' s what it ' s going to happen ."
GOLD SEQ: 	 b"and here ' s what ' s going to happen ."
PRED SEQ:	 b"and the book , and the time , and the time it ' s what it ' s going to happen ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.37258786, -0.6616302, -0.34321028, -0.38251466, -0.36815572, -0.30933124, 0.06283079, -0.12531464, -0.40606335, -0.28808987, -0.46692392, -0.43742475]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'book', ',', 'and', 'the', 'time', ',', 'and', 'the', 'time', 'it']]
################################################################################
IN SEQ: 	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD SEQ: 	 b'i speak to you today as a lifelong supporter and true friend of israel .'
PRED SEQ:	 b'i speak to you today as a lifelong supporter and friend of israel .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.42742264, -0.5469866, -0.3650235, -0.52632535, -0.39885357, -0.15855387, -0.38217103, -0.45727658, -0.40097016, -0.56515086, -0.5899798, -0.37107837, -0.24935126, -0.19480367]
GOLD TOK: 	 [['true']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corporate media that have rigged the system against everyday americans .'
GOLD SEQ: 	 b'we are going to take on the special interests , the lobby ##ists , and the corrupt corporate media that have rigged the system against everyday americans .'
PRED SEQ:	 b'we are going to take on the special interests , the lobby ##ists , and the media that have rigged the system against everyday americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.39127064, -0.70773935, -0.4876094, -0.39080346, -0.23841147, -0.16212426, -0.1846456, -0.48281378, -0.41872743, 0.0641469, -0.16555557, -0.21842292, -0.42632183, 0.027474415, -0.43823102, -0.33578315, -0.3063314, -0.46235827, -0.55005085, -0.67675036, -0.31400323, -0.35187864, -0.5573191, -0.37683782, -0.49732378, -0.6123327, -0.42175978]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD SEQ: 	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these wonderful americans .'
PRED SEQ:	 b'worse still , politicians have heap ##ed sc ##orn and disdain on these americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.6374887, -0.60589474, -0.39261088, -0.7235015, -0.6665456, -0.41321838, -0.4739321, -0.63462687, -0.57277834, -0.8127824, -0.6192087, -0.5780535, -0.6139961, -0.75533825, -0.54208434]
GOLD TOK: 	 [['wonderful']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a busy first day ."
GOLD SEQ: 	 b"it ' s going to be a very busy first day ."
PRED SEQ:	 b"it ' s going to be a first day ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.22562027, -0.10620026, -0.03906528, -0.23617968, -0.10779667, -0.033935826, -0.07607209, -0.12176898, -0.30403453, -0.18909475, -0.1492462]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also stop the job killing trans - pacific partnership ."
GOLD SEQ: 	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing ##or other things , ok . we will also immediately stop the job killing trans - pacific partnership ."
PRED SEQ:	 b"our politicians don ' t have a clue , they don ' t know what they ' re doing other things , ok . we will also stop the job killing trans - pacific partnership ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12445377, -0.25665268, -0.42102617, -0.24537362, -0.30855274, -0.38628545, -0.1246959, -0.13082978, -0.103092216, -0.46771428, -0.4850462, 0.18093953, -0.3495874, -0.25144053, -0.3020328, -0.4621241, -0.23495898, -0.31455892, -0.50336546, -0.08053734, -0.2350735, -0.28197202, 0.018732995, -0.25663206, -0.76541346, -0.73961186, -0.73008806, -0.822245, -0.3661554, -0.1750312, -0.14368331, -0.08852693, -0.11490381, -0.23340145, 0.04551456, -0.11539213, -0.20160845]
GOLD TOK: 	 [['immediately']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'model to be leading the world in production , exports and manufacturing .'
GOLD SEQ: 	 b'we want to be leading the world in production , exports and manufacturing .'
PRED SEQ:	 b'model to be leading the world in production , exports and manufacturing .'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5597851, -0.5063487, -0.31893194, -0.46291173, -0.30914193, -0.48361334, 0.07017207, -0.46917343, -0.20075776, -0.5028294, -0.41648284, -0.45443076, -0.56513035]
GOLD TOK: 	 [['we', 'want']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will fight for every last american job .'
GOLD SEQ: 	 b'we will fight for every last american job .'
PRED SEQ:	 b'we will fight for every american job .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2405853, -0.30550185, -0.094162226, -0.31685978, -0.18304636, -0.251763, -0.26046163, -0.21705525, -0.21149047]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s most well known to be here today ."
GOLD SEQ: 	 b"it ' s great to be here today ."
PRED SEQ:	 b"it ' s most well known to be in in the ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.042170335, 0.14445955, 0.06963159, -0.04658335, 0.030011162, -0.016843945, 0.047224402, -0.16022512, -0.014943495, -0.20400354, -0.05391693]
GOLD TOK: 	 [['great']]
PRED TOK: 	 [['in', 'in', 'the']]
################################################################################
IN SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
GOLD SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
PRED SEQ:	 b'they wanted their patents and all their events before they agreed to buy planes from boeing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.42556125, -0.36664814, -0.40758693, -0.27595916, -0.45669615, -0.39603108, -0.41484466, -0.5052583, -0.36454397, -0.5009868, -0.44540578, -0.5241496, -0.42437154, -0.22925311, -0.4451216, -0.24694896, -0.4286995]
GOLD TOK: 	 []
PRED TOK: 	 [['events']]
################################################################################
IN SEQ: 	 b"you ' re a successful film ."
GOLD SEQ: 	 b"you ' re african - american ."
PRED SEQ:	 b"you ' re a popular film ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.19245762, -0.16533816, -0.35982823, -0.3021265, -0.20610069, -0.27969486, -0.26469713]
GOLD TOK: 	 [['african', '-', 'american']]
PRED TOK: 	 [['popular']]
################################################################################
IN SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
PRED SEQ:	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.061146304, -0.4097225, -0.6595733, 0.18486196, -0.48017752, -0.55988276, -0.21763963, -0.19442701, -0.47086614, -0.5028262, 0.097176105, -0.55011076, 0.18518296, -0.20822051, -0.29659358, -0.10212085, 0.21289073, -0.20707667, -0.398807, -0.13763748, -0.29197368, -0.58469236, -0.3435538, -0.48904714, -0.41396534, -0.2552839, -0.2542829]
GOLD TOK: 	 [['much']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats have run these inner cities for half a century .'
GOLD SEQ: 	 b'democrats have run these inner cities for half a century .'
PRED SEQ:	 b'democrats have run these inner cities for half a century .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.44369304, -0.63348436, -0.4322999, -0.42933968, -0.49176416, -0.5003415, -0.5711186, -0.38356444, -0.21162006, -0.3041764, -0.6345825]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she stated that she believes it is said to expose whatever ' s going on up ."
GOLD SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
PRED SEQ:	 b"she said that she believes it is said to expose whatever whatever ' s going on up ."
