################################################################################
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in march 2015 , he played the role as texas ranger hal hartman in the texas chain saw massacre .'
GOLD SEQ: 	 b'in march 2015 , he played the role as texas ranger hal hartman in the texas chain saw massacre .'
PRED SEQ:	 b'in march 2015 , he played the role as texas ranger hal hartman in the texas chain saw massacre .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.009999664, 0.059466, 0.0004932694, 5.6108773e-05, 0.16495118, 0.11321723, 0.007792155, 0.019821428, 0.0003570576, 0.0044670864, 0.0060333535, 0.0035619705, 0.00076057564, 0.00018992105, 0.0013261978, 0.00010965529, 2.963448e-05, 8.313265e-05, 0.12278055, 0.0002060966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'both trails lead to views of the surrounding areas , but have been as well .'
GOLD SEQ: 	 b'both trails lead to views of the surrounding areas , but have been as well .'
PRED SEQ:	 b'both trails lead to views of the surrounding areas , but have been as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.38434678, 0.008513041, 0.009454563, 5.8357506e-05, 0.0038531518, 1.4853105e-05, 0.00015843486, 0.001223923, 0.00015252133, 4.30861e-05, 0.23309332, 0.0077119265, 0.057657212, 0.018245315, 0.0060430327, 0.0002561771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'k ##haw ##aja muhammad sa ##f ##dar was a former politician from pakistan muslim league .'
GOLD SEQ: 	 b'k ##haw ##aja muhammad sa ##f ##dar was a former politician from pakistan muslim league .'
PRED SEQ:	 b'k ##haw ##aja muhammad sa ##f ##dar was a former politician from pakistan muslim league .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.016280944, 0.08113689, 0.066619724, 0.0033589366, 0.004908027, 0.027914032, 0.017659802, 0.0023682115, 0.08287405, 0.33856976, 0.31765383, 0.008450831, 0.0080344, 0.002496153, 0.0077565964, 0.000428394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he first decides on the level of confidence required and the margin of error .'
GOLD SEQ: 	 b'he first decides on the level of confidence required and the margin of error .'
PRED SEQ:	 b'he first decides on the level of confidence required and the margin of error .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.17016931, 0.32247454, 0.12436698, 0.00017488401, 0.00014638144, 0.00048919587, 3.8286795e-05, 0.0065341303, 0.053305965, 0.0004287474, 0.00083159865, 0.0015359569, 0.000102161815, 0.001843618, 0.0004026733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'explanations regarding the nature and origin of the phenomenon differ .'
GOLD SEQ: 	 b'explanations regarding the nature and origin of the phenomenon differ .'
PRED SEQ:	 b'explanations regarding the nature and origin of the phenomenon differ .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.39182043, 0.036664758, 0.007491926, 0.0054030544, 4.149955e-05, 0.010579055, 1.3942493e-05, 0.0010666676, 0.22837846, 0.32755527, 0.0021284707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ju ##tta ##h was a town in ancient greek .'
GOLD SEQ: 	 b'ju ##tta ##h was a town in ancient greek .'
PRED SEQ:	 b'ju ##tta ##h was a town in ancient greek .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.036809724, 0.016308583, 0.029277226, 0.035583813, 0.30775994, 0.052482046, 0.021495486, 0.15644716, 0.3913193, 0.0014244356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on november 13 , 1983 , the devils were defeated by the edmonton oilers , 13 - 4 . wayne gr ##etz ##ky was upset that former teammate ron low played for what he considered an inferior team , and made this comment in a post - game interview :'
GOLD SEQ: 	 b'on november 13 , 1983 , the devils were defeated by the edmonton oilers , 13 - 4 . wayne gr ##etz ##ky was upset that former teammate ron low played for what he considered an inferior team , and made this comment in a post - game interview :'
PRED SEQ:	 b'on november 13 , 1983 , the devils were defeated by the edmonton oilers , 13 - 4 . wayne gr ##etz ##ky was upset that former teammate ron low played for what he considered an inferior team , and made this comment in a post - game interview :'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0004396905, 1.3117047e-05, 3.0423157e-06, 2.1078188e-06, 1.3718028e-05, 2.5621912e-06, 3.3763296e-05, 0.00072618853, 0.0003634778, 0.40004298, 5.0843984e-05, 3.3195643e-05, 8.751452e-06, 7.558585e-06, 5.365195e-06, 0.00059045095, 4.833537e-05, 0.0007105369, 9.226144e-06, 7.312903e-06, 2.1949495e-06, 3.727727e-06, 5.149287e-06, 0.053527486, 0.21135762, 0.00012415987, 0.0066337246, 0.00068365544, 1.2178823e-05, 7.5891735e-06, 0.0030233043, 0.00016049056, 0.00021458943, 0.00016856112, 0.0004945511, 0.00015849121, 0.011302371, 0.0008981961, 2.8988877e-06, 0.0003698437, 0.001087978, 0.0054796906, 0.046499416, 1.0436986e-05, 2.222197e-05, 4.6356523e-05, 1.0222914e-05, 4.068829e-05, 1.5530622e-05, 1.7500923e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'when the dying high lama asks him to take charge after his death , conway must decide between embracing the inner peace , love , and sense of purpose he has discovered in this mysterious world or attempt to return to civilization as he knows it .'
GOLD SEQ: 	 b'when the dying high lama asks him to take charge after his death , conway must decide between embracing the inner peace , love , and sense of purpose he has discovered in this mysterious world or attempt to return to civilization as he knows it .'
PRED SEQ:	 b'when the dying high lama asks him to take charge after his death , conway must decide between embracing the inner peace , love , and sense of purpose he has discovered in this mysterious world or attempt to return to civilization as he knows it .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0075560147, 0.00019462394, 0.04756378, 0.013959313, 0.0026081793, 0.00436342, 0.0014750732, 3.4991837e-05, 5.3993575e-05, 0.00046254467, 5.048602e-05, 9.284327e-05, 0.00042428536, 1.7750193e-05, 0.0075355456, 0.008512091, 0.0001999715, 0.00014266184, 0.074553706, 0.0015289059, 0.04402202, 0.00040130253, 1.009174e-05, 0.000234691, 4.879295e-06, 3.9230454e-05, 9.168999e-05, 1.2977961e-05, 0.0003260921, 0.0016325387, 0.0035691333, 0.0059315474, 5.862189e-05, 0.026789596, 0.3354414, 0.00090202404, 0.000249228, 0.00088400807, 1.3421804e-05, 0.00031269004, 2.735708e-05, 0.11398627, 0.00097127946, 0.00131422, 0.020451004, 0.0005085933, 1.6911285e-05, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'within the district there are two schools , the irene e . fe ##ld ##kir ##chner elementary school ( grades k - 3 ) , which carries a blue ribbon schools program designation and the green brook middle school ( grades 4 - 8 ) .'
GOLD SEQ: 	 b'within the district there are two schools , the irene e . fe ##ld ##kir ##chner elementary school ( grades k - 3 ) , which carries a blue ribbon schools program designation and the green brook middle school ( grades 4 - 8 ) .'
PRED SEQ:	 b'within the district there are two schools , the irene e . fe ##ld ##kir ##chner elementary school ( grades k - 3 ) , which carries a blue ribbon schools program designation and the green brook middle school ( grades 4 - 8 ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0084370505, 0.00021234727, 0.00045795742, 0.10640626, 3.6170175e-05, 0.0027245444, 2.4073664e-05, 2.2684264e-06, 0.0013495679, 0.0006280461, 8.215432e-06, 9.0075155e-06, 6.1121013e-06, 7.7426275e-06, 7.985928e-06, 1.391655e-05, 1.5102897e-05, 1.0484152e-05, 2.4834696e-06, 1.4532719e-05, 2.0599047e-05, 9.996251e-06, 1.4755042e-05, 1.5279202e-06, 1.8274044e-06, 9.037445e-05, 0.7898317, 0.00013456377, 1.9393825e-05, 6.7065557e-06, 4.24203e-06, 8.472676e-06, 1.641478e-05, 4.631734e-06, 0.00010129111, 1.9104162e-05, 9.702258e-06, 8.430635e-06, 5.3397134e-06, 2.262347e-06, 9.557516e-06, 3.4828188e-06, 4.6170608e-06, 3.5808066e-06, 1.6407547e-06, 2.6627074e-06, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the institutional church in england briefly ac ##qui ##es ##ced to catholic practice during the reign of the queen mary i from 155 ##3 to 155 ##8 . mary believed she had a mission to bring back the whole of england to the catholic faith .'
GOLD SEQ: 	 b'the institutional church in england briefly ac ##qui ##es ##ced to catholic practice during the reign of the queen mary i from 155 ##3 to 155 ##8 . mary believed she had a mission to bring back the whole of england to the catholic faith .'
PRED SEQ:	 b'the institutional church in england briefly ac ##qui ##es ##ced to catholic practice during the reign of the queen mary i from 155 ##3 to 155 ##8 . mary believed she had a mission to bring back the whole of england to the catholic faith .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.00038197264, 0.007920013, 2.8987275e-05, 2.1542884e-05, 0.0006828105, 0.111339346, 0.2100199, 0.07637478, 0.11820284, 0.3073851, 2.7796017e-05, 0.0013821594, 0.0001942991, 1.046588e-05, 2.9666476e-06, 4.597189e-05, 4.7472363e-06, 0.00021465142, 0.0008292699, 8.2913655e-05, 5.5587275e-06, 1.369117e-05, 5.1677057e-06, 3.4230952e-06, 9.272488e-06, 5.8947144e-06, 2.9714497e-06, 8.058288e-05, 0.065448254, 0.1559781, 3.2162505e-05, 1.2043024e-05, 7.7858185e-06, 3.46399e-05, 3.934216e-06, 0.00010986933, 0.0015935319, 2.3181913e-06, 0.0011328182, 4.008403e-06, 0.0004905246, 3.316865e-05, 1.6539117e-05, 0.002021475, 0.00039838662, 5.224154e-06, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'writer and editor david kam ##p gave his book about the spread of american mass - media culinary culinary the title : the united states of ar ##ug ##ula : how we became a go ##ur ##met nation ( clarkson potter , 2006 ) .'
GOLD SEQ: 	 b'writer and editor david kam ##p gave his book about the spread of american mass - media culinary culinary the title : the united states of ar ##ug ##ula : how we became a go ##ur ##met nation ( clarkson potter , 2006 ) .'
PRED SEQ:	 b'writer and editor david kam ##p gave his book about the spread of american mass - media culinary culinary the title : the united states of ar ##ug ##ula : how we became a go ##ur ##met nation ( clarkson potter , 2006 ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.1531553, 0.012007623, 0.022721596, 0.00024036104, 0.0003327016, 0.00011592066, 0.108140565, 0.0018946257, 0.00093281025, 0.057964675, 0.0027211818, 0.0843815, 0.00054722105, 0.021820633, 0.07689818, 0.031322274, 0.06124453, 0.017155228, 0.037912726, 0.012927455, 0.04029424, 0.00013271504, 5.8113597e-05, 5.0995586e-05, 4.6356083e-05, 6.583394e-05, 0.00015646798, 0.00018358282, 0.0002456785, 8.5787935e-05, 0.00010598396, 0.0016487114, 0.00034805335, 9.731305e-05, 0.00012365502, 7.4293705e-05, 0.00018864217, 0.0016113382, 3.2715994e-05, 9.1948204e-05, 2.9275472e-05, 2.7846343e-05, 6.4256405e-05, 2.0158566e-05, 0.00013904057, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the text of the two private secrets were both handed to pope pius ix on july 18 1851 . this text was rediscovered by reverend father marcel co ##rte ##ville m . s .'
GOLD SEQ: 	 b'the text of the two private secrets were both handed to pope pius ix on july 18 1851 . this text was rediscovered by reverend father marcel co ##rte ##ville m . s .'
PRED SEQ:	 b'the text of the two private secrets were both handed to pope pius ix on july 18 1851 . this text was rediscovered by reverend father marcel co ##rte ##ville m . s .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [9.6011545e-06, 9.222168e-06, 1.8251924e-06, 5.7900415e-06, 0.0019341635, 0.03629724, 0.67649245, 4.782421e-06, 0.00040079083, 0.0075836265, 2.150782e-06, 1.3132818e-05, 2.289316e-06, 1.5716645e-06, 2.4988074e-06, 1.0596207e-05, 3.5999708e-06, 6.072182e-06, 1.4175075e-06, 5.879869e-06, 1.993516e-05, 3.3970966e-05, 0.20861119, 5.800669e-06, 0.020002712, 0.001841722, 1.6038468e-05, 2.6441387e-06, 2.3555012e-06, 2.24414e-06, 1.769933e-05, 1.0804413e-05, 3.6266745e-05, 1.9475525e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"local beliefs , particularly those related to spiritual or demonic possession or witchcraft , helen uk ##pa ##bio ' s organisation has grown throughout nigeria and west africa since its foundation ."
GOLD SEQ: 	 b"local beliefs , particularly those related to spiritual or demonic possession or witchcraft , helen uk ##pa ##bio ' s organisation has grown throughout nigeria and west africa since its foundation ."
PRED SEQ:	 b"local beliefs , particularly those related to spiritual or demonic possession or witchcraft , helen uk ##pa ##bio ' s organisation has grown throughout nigeria and west africa since its foundation ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.046554994, 0.0081132045, 4.605961e-06, 0.0043316744, 2.1565043e-05, 7.01833e-05, 9.792583e-06, 7.282586e-05, 3.550783e-05, 0.0029830586, 0.013586666, 0.00012928678, 0.0084538255, 7.332165e-05, 0.00068717496, 2.859959e-05, 2.0232408e-05, 3.3270877e-05, 9.475248e-06, 4.6117057e-05, 0.062320173, 0.019099547, 0.5172167, 0.008776652, 0.00024773498, 1.7121021e-05, 0.00068587885, 1.9096291e-05, 7.033585e-05, 1.0654646e-05, 0.0002613044, 3.3565861e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"as brett crossed the plate , new york manager billy martin approached home plate umpire tim mcc ##lellan ##d and requested that brett ' s bat be examined ."
GOLD SEQ: 	 b"as brett crossed the plate , new york manager billy martin approached home plate umpire tim mcc ##lellan ##d and requested that brett ' s bat be examined ."
PRED SEQ:	 b"as brett crossed the plate , new york manager billy martin approached home plate umpire tim mcc ##lellan ##d and requested that brett ' s bat be examined ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.13543293, 0.022049334, 0.19380622, 0.00035460532, 0.005442614, 0.0003970361, 0.0017445658, 0.0018868607, 0.0035812058, 0.0006005996, 0.00014522184, 0.018260397, 0.0026687558, 9.25018e-05, 0.013562404, 0.0006551719, 0.000113634494, 0.0003059125, 0.00044798385, 0.00257065, 0.07108924, 0.0014232465, 0.0010778239, 0.00013631966, 0.00074003794, 0.09667899, 0.0009303037, 0.26388997, 0.0004107804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'daniel w . " danny " strong ( born june 6 , 1974 ) is an american actor and writer in film and television .'
GOLD SEQ: 	 b'daniel w . " danny " strong ( born june 6 , 1974 ) is an american actor and writer in film and television .'
PRED SEQ:	 b'daniel w . " danny " strong ( born june 6 , 1974 ) is an american actor and writer in film and television .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
