==================
SIM GOLD:   0.8033
SIM IN:     0.8269
==================
       GOLD |  IN
0928 - 0.78 | 1.00
0929 - 0.77 | 0.93
0930 - 0.78 | 0.79
0931 - 0.97 | 0.98
0932 - 1.00 | 0.97
0933 - 0.87 | 0.94
0934 - 0.88 | 0.99
0935 - 0.68 | 0.69
0936 - 0.92 | 0.92
0937 - 0.89 | 0.91
0938 - 0.83 | 0.87
0939 - 0.68 | 0.71
0940 - 0.81 | 0.82
0941 - 0.82 | 0.89
0942 - 0.65 | 0.65
0943 - 0.88 | 0.91
0944 - 0.85 | 0.87
0945 - 0.92 | 0.93
0946 - 0.79 | 0.72
0947 - 0.85 | 0.86
0948 - 0.96 | 1.00
0949 - 0.93 | 0.95
0950 - 0.86 | 0.76
0951 - 0.94 | 0.94
0952 - 0.43 | 0.44
0953 - 0.58 | 0.63
0954 - 0.77 | 0.81
0955 - 0.93 | 0.95
0956 - 0.73 | 0.73
0957 - 0.78 | 0.78
0958 - 0.90 | 0.93
0959 - 0.68 | 0.67
0960 - 0.87 | 0.89
0961 - 0.96 | 0.98
0962 - 0.85 | 0.86
0963 - 0.90 | 0.93
0964 - 0.89 | 0.92
0965 - 0.87 | 0.86
0966 - 1.00 | 0.96
0967 - 0.79 | 0.85
0968 - 0.85 | 0.86
0969 - 0.97 | 0.97
0970 - 0.72 | 0.71
0971 - 0.69 | 0.69
0972 - 0.96 | 0.97
0973 - 0.72 | 0.71
0974 - 0.78 | 0.82
0975 - 0.94 | 0.93
0976 - 0.89 | 0.96
0977 - 0.64 | 0.76
0978 - 0.81 | 0.87
0979 - 0.66 | 0.68
0980 - 0.62 | 0.63
0981 - 0.70 | 0.76
0982 - 0.93 | 0.98
0983 - 0.91 | 0.94
0984 - 0.66 | 0.65
0985 - 0.81 | 0.83
0986 - 0.90 | 0.93
0987 - 0.87 | 0.89
0988 - 0.81 | 0.82
0989 - 0.77 | 0.77
0990 - 0.48 | 0.50
0991 - 0.53 | 0.71
0992 - 0.75 | 0.77
0993 - 0.64 | 0.64
0994 - 0.64 | 0.64
0995 - 0.88 | 0.90
0996 - 0.82 | 0.83
0997 - 0.93 | 0.94
0998 - 0.95 | 0.97
0999 - 0.41 | 0.50
1000 - 0.80 | 0.85
==================
