==================
SIM GOLD:   0.9080
SIM IN:     0.9401
==================
       GOLD |  IN
0928 - 0.78 | 1.00
0929 - 0.82 | 1.00
0930 - 0.90 | 0.91
0931 - 0.82 | 0.84
0932 - 0.97 | 1.00
0933 - 0.92 | 1.00
0934 - 0.82 | 0.93
0935 - 0.72 | 0.73
0936 - 0.97 | 0.99
0937 - 0.98 | 1.00
0938 - 0.94 | 0.97
0939 - 0.93 | 0.95
0940 - 0.99 | 1.00
0941 - 0.92 | 1.00
0942 - 0.86 | 0.88
0943 - 0.87 | 0.89
0944 - 0.89 | 0.91
0945 - 0.97 | 0.99
0946 - 0.95 | 0.84
0947 - 0.90 | 0.92
0948 - 0.96 | 1.00
0949 - 0.94 | 0.97
0950 - 0.88 | 1.00
0951 - 0.97 | 0.98
0952 - 0.84 | 0.85
0953 - 0.86 | 0.87
0954 - 0.95 | 0.97
0955 - 0.97 | 1.00
0956 - 0.90 | 0.90
0957 - 0.86 | 0.86
0958 - 0.85 | 0.87
0959 - 0.69 | 0.75
0960 - 0.99 | 1.00
0961 - 0.97 | 0.99
0962 - 0.97 | 0.99
0963 - 0.91 | 0.95
0964 - 0.84 | 0.84
0965 - 0.80 | 0.79
0966 - 0.96 | 1.00
0967 - 0.96 | 1.00
0968 - 0.89 | 0.91
0969 - 0.97 | 0.97
0970 - 0.94 | 1.00
0971 - 0.77 | 0.76
0972 - 0.99 | 1.00
0973 - 0.90 | 0.93
0974 - 0.96 | 1.00
0975 - 0.78 | 0.78
0976 - 0.94 | 1.00
0977 - 0.90 | 0.97
0978 - 0.96 | 1.00
0979 - 0.98 | 0.96
0980 - 0.97 | 0.98
0981 - 0.96 | 1.00
0982 - 0.95 | 1.00
0983 - 0.96 | 1.00
0984 - 0.70 | 0.69
0985 - 0.86 | 0.88
0986 - 0.96 | 0.98
0987 - 0.98 | 0.99
0988 - 1.00 | 1.00
0989 - 0.99 | 1.00
0990 - 0.92 | 0.92
0991 - 0.61 | 0.78
0992 - 0.98 | 0.99
0993 - 0.91 | 0.91
0994 - 0.83 | 0.83
0995 - 0.95 | 0.97
0996 - 0.89 | 0.90
0997 - 0.98 | 1.00
0998 - 0.97 | 0.98
0999 - 0.80 | 0.93
1000 - 0.96 | 0.99
==================
